,chr1,x1,x2,Label
1988,22,36835000,36935000,Boundary-Inactive
1989,22,36935000,37145000,Inactive
1990,22,37145000,37245000,Boundary-Inactive
1991,22,37350000,37450000,Boundary-Mixed
1992,22,37450000,37615000,Mixed
1993,22,37615000,37715000,Boundary-Mixed
1994,22,39450000,39550000,Boundary-Mixed
1995,22,39550000,39715000,Mixed
1996,22,39715000,39815000,Boundary-Mixed
1997,22,40340000,40440000,Boundary-Active
1998,22,40440000,40750000,Active
1999,22,40750000,40850000,Boundary-Active
2000,22,41975000,42075000,Boundary-Active
2001,22,42075000,42345000,Active
2002,22,42345000,42445000,Boundary-Active
2003,22,43500000,43600000,Boundary-Inactive
2004,22,43600000,43795000,Inactive
2005,22,43795000,43895000,Boundary-Inactive
2006,22,46430000,46530000,Boundary-Active
2007,22,46530000,46730000,Active
2008,22,46730000,46740000,Boundary-Active
2009,22,46740000,46750000,Boundary-Inactive
2010,22,46750000,46945000,Inactive
2011,3,4350000,4710000,Mixed
2012,3,4710000,4725000,Boundary-Mixed
2013,3,4725000,4740000,Boundary-Mixed
2014,3,4740000,5115000,Mixed
2015,3,5115000,5215000,Boundary-Mixed
2016,3,8375000,8475000,Boundary-Inactive
2017,3,8475000,8675000,Inactive
2018,3,8675000,8775000,Boundary-Inactive
2019,3,8905000,9005000,Boundary-Inactive
2020,3,9005000,9365000,Inactive
2021,3,9365000,9465000,Boundary-Inactive
2022,3,11600000,11700000,Boundary-Mixed
2023,3,11700000,11885000,Mixed
2024,3,11885000,11985000,Boundary-Mixed
2025,3,12050000,12150000,Boundary-Inactive
2026,3,12150000,12525000,Inactive
2027,3,12525000,12625000,Boundary-Inactive
2028,3,14565000,14665000,Boundary-Inactive
2029,3,14665000,14970000,Inactive
2030,3,14970000,14975000,Boundary-Inactive
2031,3,14975000,14980000,Boundary-Active
2032,3,14980000,15115000,Active
2033,3,15115000,15210000,Boundary-Active
2034,3,15210000,15305000,Boundary-Active
2035,3,15305000,15450000,Active
2036,3,15450000,15547500,Boundary-Active
2037,3,15547500,15645000,Boundary-Active
2038,3,15645000,15860000,Active
2039,3,15860000,15960000,Boundary-Active
2040,3,15960000,16060000,Boundary-Inactive
2041,3,16060000,16290000,Inactive
2042,3,16290000,16390000,Boundary-Inactive
2043,3,17200000,17300000,Boundary-Active
2044,3,17300000,17460000,Active
2045,3,17460000,17560000,Boundary-Active
2046,3,27060000,27160000,Boundary-Inactive
2047,3,27160000,27320000,Inactive
2048,3,27320000,27420000,Boundary-Inactive
2049,3,32445000,32545000,Boundary-Inactive
2050,3,32545000,32725000,Inactive
2051,3,32725000,32825000,Boundary-Inactive
2052,3,33070000,33170000,Boundary-Inactive
2053,3,33170000,33415000,Inactive
2054,3,33415000,33515000,Boundary-Inactive
2055,3,36660000,36760000,Boundary-Inactive
2056,3,36760000,37025000,Inactive
2057,3,37025000,37125000,Boundary-Inactive
2058,3,38455000,38555000,Boundary-Inactive
2059,3,38555000,38715000,Inactive
2060,3,38715000,38815000,Boundary-Inactive
2061,3,44995000,45095000,Boundary-Inactive
2062,3,45095000,45260000,Inactive
2063,3,45260000,45360000,Boundary-Inactive
2064,3,45445000,45545000,Boundary-Active
2065,3,45545000,45730000,Active
2066,3,45730000,45830000,Boundary-Active
2067,3,45880000,45980000,Boundary-Mixed
2068,3,45980000,46125000,Mixed
2069,3,46125000,46225000,Boundary-Mixed
2070,3,46385000,46485000,Boundary-Inactive
2071,3,46485000,46695000,Inactive
2072,3,46695000,46795000,Boundary-Inactive
2073,3,47460000,47560000,Boundary-Active
2074,3,47560000,47845000,Active
2075,3,47845000,47945000,Boundary-Active
2076,3,48135000,48235000,Boundary-Mixed
2077,3,48235000,48480000,Mixed
2078,3,48480000,48580000,Boundary-Mixed
2079,3,48640000,48740000,Boundary-Active
2080,3,48740000,49015000,Active
2081,3,49015000,49085000,Boundary-Active
2082,3,49085000,49155000,Boundary-Mixed
2083,3,49155000,49515000,Mixed
2084,3,49515000,49615000,Boundary-Mixed
2085,3,50050000,50150000,Boundary-Inactive
2086,3,50150000,50340000,Inactive
2087,3,50340000,50440000,Boundary-Inactive
2088,3,52135000,52235000,Boundary-Active
2089,3,52235000,52445000,Active
2090,3,52445000,52545000,Boundary-Active
2091,3,56250000,56350000,Boundary-Inactive
2092,3,56350000,56555000,Inactive
2093,3,56555000,56635000,Boundary-Inactive
2094,3,56635000,56715000,Boundary-Mixed
2095,3,56715000,57035000,Mixed
2096,3,57035000,57135000,Boundary-Mixed
2097,3,61415000,61515000,Boundary-Inactive
